brand,model,version,price,caractéristiques_disponibilité,caractéristiques_carrosserie,caractéristiques_garantie,caractéristiques_nombre_de_places,caractéristiques_nombre_de_portes,motorisation_nombre_de_cylindres,motorisation_energie,motorisation_puissance_fiscale,motorisation_puissance_(ch.din),transmission_boîte,transmission_nombre_de_rapports,transmission_transmission,consommation_consommation_mixte,aides_à_la_conduite_aide_au_stationnement,equipements_extérieurs_jantes,audio_et_communication_ecran_central,equipements_intérieurs_sellerie,equipements_intérieurs_volant,equipements_intérieurs_toit,equipements_fonctionnels_frein_de_stationnement,equipements_fonctionnels_modes_de_conduite,performances_autonomie_électrique_(wltp),consommation_consommation_électrique_(wltp),consommation_temps_de_recharge_normale_(ac),consommation_temps_de_recharge_rapide_(dc)
Opel,Opel Mokka,Opel Mokka,,Disponible,SUV,3 ans ou 100.000 km,5,5,3,Essence,7 CV,130 CH,Automatique,8,Traction,4.8 L/100 km,Radar de recul | Radar avant | Caméra de recul 180°,En aluminium | 17'',Tactile | 10 pouces,Similicuir/Tissu,Cuir | 3 branches | Multi-fonctions | à méplat | Avec palettes,,Éléctrique,,,,,
Opel,Opel Astra,Opel Astra,,Disponible,Compacte,3 ans ou 100.000 km,5,5,3,Essence,7 CV,130 CH,Automatique,8,Traction,5.5 L/100 km,Radar de recul | Radar avant | Système de caméras 360,En aluminium | 17'',Tactile | 10 pouces,Tissu,Chauffant | Multi-fonctions,Ouvrant,Éléctrique,Normal | Sport | Eco,,,,
Opel,Opel Grandland,Opel Grandland,,Disponible,SUV,3 ans ou 100.000 km,5,5,4,Essence,9 CV,165 CH,Automatique,6,Traction,7 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parkassist,18'',Tactile | 7 pouces,Tissu,Cuir | Multi-fonctions | à méplat,,Éléctrique,,,,,
Opel,Opel Combo Cargo,1.6 L Diesel Confort L1H1 650 kg,62 990 DT,Disponible,Utilitaire,3 ans ou 100.000 km,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,4.8 L/100 km,,15'',Tactile | 10 pouces,Tissu,3 branches | Multi-fonctions | Sport,,,,,,,
Opel,Opel Combo Cargo,XL 1.6 L Diesel Confort L2H1 1000 kg,66 490 DT,Disponible,Utilitaire,3 ans ou 100.000 km,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,4.8 L/100 km,,16'',Tactile | 10 pouces,Tissu,3 branches | Multi-fonctions | Sport,,,,,,,
Peugeot,Peugeot 208,Peugeot 208,,Disponible,Citadine,3 ans,5,5,3,Essence,5 CV,100 CH,Manuelle,6,Traction,5.2 L/100 km,Radar de recul,16'' | Bi-ton,Tactile | 10 pouces,Tissu | Surpiqures,Cuir | Multi-fonctions,,,,,,,
Peugeot,Peugeot 2008,1.2 L Puretech 130 Active BVA,92 900 DT,Disponible,SUV,3 ans,5,5,3,Essence,7 CV,130 CH,Automatique,6,Traction,6.5 L/100 km,Radar de recul,En aluminium | 16'',Tactile | 10 pouces,Tissu,Multi-fonctions,,,,,,,
Peugeot,Peugeot 2008,1.2 L Puretech 130 Allure BVA,104 900 DT,2 mois,SUV,3 ans,5,5,3,Essence,7 CV,130 CH,Automatique,6,Traction,6.5 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'' | Bi-ton,Tactile | 10 pouces,Similicuir/Tissu,Multi-fonctions,,Éléctrique,,,,,
Peugeot,Peugeot Rifter,Peugeot Rifter,,Disponible,Monospace,3 ans,5,5 | 2 portes latérales coulissantes,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,5.8 L/100 km,,16'',Tactile | 10 pouces,Tissu,Multi-fonctions,,Éléctrique,,,,,
Peugeot,Peugeot 408,1.6 L Allure EAT8,140 900 DT,Disponible,Berline,3 ans,5,4,4,Essence,13 CV,215 CH,Automatique,8,Traction,7 L/100 km,Radar de recul | Caméra de recul,En aluminium | 18'',Tactile | 10 pouces,Mi-TEP,Multi-fonctions | Croûte de cuir | Avec palettes,,,Normal | Confort | Sport,,,,
Peugeot,Peugeot 408,1.6 L Allure Pack EAT8,141 900 DT,Disponible,Berline,3 ans,5,4,4,Essence,13 CV,215 CH,Automatique,8,Traction,7 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 10 pouces,Mi-TEP,Multi-fonctions | Croûte de cuir | Avec palettes,,Éléctrique,Normal | Confort | Sport,,,,
Peugeot,Peugeot Expert Combi,Peugeot Expert Combi,,10 jours,Monospace,3 ans,9,4 | 1 porte latérale coulissante,4,Diesel,8 CV,150 CH,Manuelle,6,Traction,5.4 L/100 km,,16'',Tactile | 5 pouces,Tissu | Bi-ton,Multi-fonctions,,,,,,,
Peugeot,Peugeot Landtrek Simple Cabine,1.9 L Diesel 4x2 Benne tôle pliée,75 490 DT,Disponible,Pick up,5 ans ou 400.000 km,2,2,4,Diesel,6 CV,150 CH,Manuelle,6,Propulsion,7.8 L/100 km,,16'',,Tissu,,,,,,,,
Peugeot,Peugeot Landtrek Simple Cabine,1.9 L Diesel 4x2,79 490 DT,Disponible,Pick up,5 ans ou 400.000 km,2,2,4,Diesel,6 CV,150 CH,Manuelle,6,Propulsion,7.8 L/100 km,,16'',,Tissu,,,,,,,,
Peugeot,Peugeot Landtrek Double Cabine,1.9 L Diesel 4x2,88 990 DT,Disponible,Pick up,5 ans ou 400.000 km,5,4,4,Diesel,6 CV,150 CH,Manuelle,6,Propulsion,7.8 L/100 km,Radar de recul,16'',,Tissu,,,,,,,,
Peugeot,Peugeot Landtrek Double Cabine,1.9 L Diesel 4x4 Pro Plus,108 900 DT,Disponible,Pick up,5 ans ou 400.000 km,5,4,4,Diesel,8 CV,150 CH,Manuelle,6,Intégrale,8.1 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Tissu | Mi-TEP,,,,,,,,
Peugeot,Peugeot Partner,1.6 L HDI 650 Kg,63 990 DT,10 jours,Utilitaire,3 ans,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,4.8 L/100 km,,15'',Tactile | 10 pouces,Tissu,,,,,,,,
Peugeot,Peugeot Partner,1.6 L HDI 1000 Kg,64 990 DT,10 jours,Utilitaire,3 ans,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5 CV,92 CH,Manuelle,5,Traction,4.8 L/100 km,,16'',Tactile | 10 pouces,Tissu,,,,,,,,
Peugeot,Peugeot Expert,Peugeot Expert,,15 jours,Utilitaire,3 ans,3,5 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,9 CV,150 CH,Manuelle,6,Traction,5.5 L/100 km,Radar de recul,16'',,Similicuir/Tissu,,,,,,,,
Peugeot,Peugeot Boxer,2.2 L HDI L2H2 11.5m3,97 900 DT,3 mois,Utilitaire,3 ans,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,7 CV,140 CH,Manuelle,6,Traction,N.C,Radar de recul,16'',,Tissu,,,,,,,,
Peugeot,Peugeot Boxer,2.2 L HDI L3H2 13m3,99 900 DT,3 mois,Utilitaire,3 ans,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,7 CV,140 CH,Manuelle,6,Traction,N.C,Radar de recul,16'',,Tissu,,,,,,,,
Peugeot,Peugeot Boxer Double Cabine,Peugeot Boxer Double Cabine,,3 mois,Utilitaire,3 ans,7,4 | 1 porte latérale coulissante | 2 portes arrières battantes vitrées,4,Diesel,7 CV,140 CH,Manuelle,5,Traction,N.C,Radar de recul,,,Tissu,,,,,,,,
Peugeot,Peugeot Traveller,Peugeot Traveller,,3 mois,Monospace,3 ans,9,5 | 2 portes latérales coulissantes,4,Diesel,8 CV,150 CH,Manuelle,5,Traction,5.5 L/100 km,Radar de recul,17'' | Enjoliveurs,Tactile | 10 pouces,Tissu | Bi-ton,Multi-fonctions,,,,,,,
Porsche,Porsche Macan Electric,Macan,295 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,9 CV,340 CH,Automatique,,Propulsion,,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 20'',Tactile | 10.9 pouces,Cuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Sport Plus | Offroad,536 km,17 kWh/100 km,11.5 heures,21 minutes
Porsche,Porsche Macan Electric,Macan 4,318 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,11 CV,387 CH,Automatique,,Intégrale,,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 20'',Tactile | 10.9 pouces,Cuir,Cuir | Multi-fonctions,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Sport Plus | Offroad,516 km,17.9 kWh/100 km,11.5 heures,21 minutes
Porsche,Porsche Macan Electric,Macan 4S,370 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,11 CV,448 CH,Automatique,,Intégrale,,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 21'',Tactile | 10.9 pouces,Cuir,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Sport Plus | Offroad,512 km,17.7 kWh/100 km,11.5 heures,21 minutes
Porsche,Porsche Macan Electric,Macan Turbo,438 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,N.C,584 CH,Automatique,,Intégrale,,Radar de recul | Radar avant | Caméra de recul | Parkassist,"En aluminium | 22""",Tactile | 10.9 pouces,Cuir étendu,Cuir | Multi-fonctions | Sport,Ouvrant | Panoramique,Éléctrique,Normal | Sport | Sport Plus | Offroad,518 km,18.9 kWh/100 km,11.5 heures,21 minutes
Porsche,Porsche Cayenne E-Hybrid,Cayenne E-Hybrid Black Edition,395 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,6,Essence | Hybride rechargeable,N.C. CV,470 CH,Automatique,8,Intégrale,1.9 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,"En aluminium | 22""",Tactile | 12.3 pouces,Cuir | Bi-ton,Chauffant | Multi-fonctions | Sport | Réglage électrique | Avec palettes,Ouvrant | Panoramique,Éléctrique,Normal | Confort | Sport,66 km,,2.7 heures,
Porsche,Porsche Cayenne E-Hybrid,Cayenne S E-Hybrid,435 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,6,Essence | Hybride rechargeable,N.C. CV,519 CH,Automatique,8,Intégrale,2.0 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,"En aluminium | 22""",Tactile | 12.3 pouces,Cuir | Bi-ton,Chauffant | Multi-fonctions | Sport | Réglage électrique | Avec palettes,Ouvrant | Panoramique,Éléctrique,Normal | Confort | Sport,66 km,,2.7 heures,
Porsche,Porsche Cayenne Electric,Cayenne,398 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,N.C. CV,408 CH,Automatique,1,Intégrale,,Système de caméras 360,En aluminium | 21'',Tactile | 12.5 pouces,Cuir,Multi-fonctions,Ouvrant | Panoramique,Éléctrique,,642 km,19.7 kWh/100 km,6 heures,16 minutes
Porsche,Porsche Cayenne Electric,Cayenne Turbo,568 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,N.C. CV,857 CH,Automatique,1,Intégrale,,Système de caméras 360,En aluminium | 21'',Tactile | 12.5 pouces,Cuir | Bi-ton,Cuir | Chauffant | Multi-fonctions | Sport | Réglage électrique,Ouvrant | Panoramique | Electrochrome,Éléctrique,,623 km,20.4 kWh/100 km,6 heures,16 minutes
Porsche,Porsche Cayenne E-Hybrid Coupé,Cayenne E-Hybrid Coupé Black Edition,405 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,6,Essence | Hybride rechargeable,N.C. CV,470 CH,Automatique,8,Intégrale,1.9 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,"En aluminium | 22""",Tactile | 12.3 pouces,Cuir | Bi-ton,Chauffant | Multi-fonctions | Sport | Réglage électrique | Avec palettes,Panoramique,Éléctrique,Normal | Confort | Sport,66 km,,2.7 heures,
Porsche,Porsche Cayenne E-Hybrid Coupé,Cayenne S E-Hybrid Coupé Black Edition,445 000 DT,En pré-commande,SUV,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,6,Essence | Hybride rechargeable,N.C. CV,519 CH,Automatique,8,Intégrale,2 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,"En aluminium | 22""",Tactile | 12.3 pouces,Cuir,Chauffant | Multi-fonctions | Sport | Réglage électrique | Avec palettes,Panoramique,Éléctrique,Normal | Confort | Sport,66 km,,2.7 heures,
Porsche,Porsche Taycan,Taycan,448 000 DT,Disponible,Berline,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,4,,Electrique,9 CV,408 CH,Automatique,2,Propulsion,,Radar de recul | Radar avant | Parkassist | Caméra panoramique 3D,En aluminium | 21'' | Noires,Tactile | 10.9 pouces,Cuir,Cuir | Multi-fonctions,Panoramique,Éléctrique,Normal | Confort | Sport,503 km,19.7 kWh/100 km,11.5 heures,18 minutes
Porsche,Porsche Taycan,Taycan 4S,519 000 DT,Disponible,Berline,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,4,,Electrique,12 CV,517 CH,Automatique,2,Intégrale,,Radar de recul | Radar avant | Parkassist | Caméra panoramique 3D,En aluminium | 21'' | Noires,Tactile | 10.9 pouces,Cuir,Cuir | Multi-fonctions,Panoramique,Éléctrique,Normal | Confort | Sport,549 km,20.7 kWh/100 km,13 heures,18 minutes
Porsche,Porsche Taycan Cross Turismo,Porsche Taycan Cross Turismo,,Disponible,Berline,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,,Electrique,12 CV,435 CH,Automatique,2,Intégrale,,Radar de recul | Radar avant | Parkassist | Caméra panoramique 3D,En aluminium | 21'' | Noires,Tactile | 10.9 pouces,Cuir,Cuir | Multi-fonctions,Panoramique,Éléctrique,Normal | Confort | Sport,517 km,22 kWh/100 km,11 heures,18 minutes
Porsche,Porsche Panamera 4 E-Hybrid,Porsche Panamera 4 E-Hybrid,,En pré-commande,Berline,2 ans | Batterie garantie 8 ans ou 160.000 KM,5,5,6,Essence | Hybride rechargeable,N.C,470 CH,Automatique,8,Intégrale,1.8 L/100 km,Radar de recul | Radar avant | Système de caméras 360 | Parkassist | Caméra panoramique 3D,En aluminium | 20'',Tactile | 12.3 pouces,Cuir,Cuir | Chauffant | Multi-fonctions | Avec palettes,Ouvrant | Panoramique,Éléctrique,Normal | Confort | Sport,54 km,,2.7 heures,
Porsche,Porsche 911,Porsche 911,,En pré-commande,Coupé,2 ans,4,2,6,Essence,26 CV,385 CH,Automatique,8,Propulsion,9.4 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 20'' | 21'' | Noires,Oui,Cuir,Cuir | Chauffant | Sport | Carbone,Ouvrant | En verre,Éléctrique,Normal | Confort | Sport,,,,
Renault,Renault Kwid Populaire,Renault Kwid Populaire,,Sous réserve d'acceptation du dossier par le ministère du commerce | Sur arrivage,SUV,2 ans,5,5,3,Essence,4 CV,64 CH,Manuelle,5,Traction,4.7 L/100 km,,14'',Oui,Tissu,,,,,,,,
Renault,Renault Clio,1.0 L TCe 100 BVM,66 950 DT,Disponible,Citadine,2 ans ou 100.000 km,5,5,3,Essence,6 CV,100 CH,Manuelle,5,Traction,5.7 L/100 km,Radar de recul,16'',Tactile | 7 pouces,Tissu,Multi-fonctions,,,Normal | Eco,,,,
Renault,Renault Clio,1.0 L TCe 100 BVA,82 400 DT,Sur arrivage,Citadine,2 ans ou 100.000 km,5,5,3,Essence,6 CV,100 CH,Automatique,,Traction,5.7 L/100 km,Radar de recul | Radar avant,17'',Tactile | 7 pouces,Tissu,Cuir | Multi-fonctions,,Éléctrique,Normal | Sport | Eco,,,,
Renault,Renault Clio,1.0 L TCe 100 Esprit Alpine BVA,82 500 DT,Sur arrivage,Citadine,2 ans ou 100.000 km,5,5,3,Essence,6 CV,100 CH,Automatique,,Traction,5.7 L/100 km,Radar de recul | Radar avant | Caméra de recul,17'',Tactile | 7 pouces,Cuir | Surpiqures,Cuir | Multi-fonctions | Sport,,Éléctrique,Normal | Sport | Eco,,,,
Renault,Renault Megane,Renault Megane,,Disponible,Compacte,2 ans ou 100.000 km,5,5,4,Essence,8 CV,140 CH,Manuelle,6,Traction,4.9 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 16'',Tactile | 7 pouces,Similicuir | Velours,Cuir | Multi-fonctions,,Éléctrique,Normal | Confort | Sport | Eco,,,,
Renault,Renault Megane Sedan,1.3 L TCE 140,101 650 DT,Disponible,Berline,2 ans ou 100.000 km,5,4,4,Essence,8 CV,140 CH,Manuelle,6,Traction,6.2 L/100 km,Radar de recul | Radar avant,En aluminium | 16'',Tactile,Tissu,Cuir | 3 branches | Multi-fonctions,,Éléctrique,Normal | Confort | Sport | Eco,,,,
Renault,Renault Megane Sedan,1.3 L TCE 140 BVA,109 950 DT,Disponible,Berline,2 ans ou 100.000 km,5,4,4,Essence,8 CV,140 CH,Automatique,7,Traction,6.2 L/100 km,Radar de recul | Radar avant,En aluminium | 16'',Tactile,Tissu,Cuir | 3 branches | Multi-fonctions,,Éléctrique,Normal | Confort | Sport | Eco,,,,
Renault,Renault Austral,Renault Austral,,Disponible,SUV,2 ans ou 100.000 km,5,5,4,Essence,8 CV,150 CH,Automatique,7,Traction,6.1 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 19'',Tactile | 9 pouces,Similicuir/Tissu,Cuir | Multi-fonctions | Avec palettes,Panoramique,Éléctrique,Confort | Sport | Eco | Perso,,,,
Renault,Renault Express Van,Renault Express Van,,Disponible,Utilitaire,2 ans ou 100.000 km,2,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,5 CV,95 CH,Manuelle,6,Traction,6.1 L/100 km,,15'',,Tissu,,,,,,,,
Renault,Renault Express Combi,Renault Express Combi,,Disponible,Monospace,2 ans ou 100.000 km,5,5 | 2 portes latérales coulissantes,4,Diesel,5 CV,95 CH,Manuelle,6,Traction,6.1 L/100 km,,15'',,Tissu,,,,,,,,
Renault,Renault Master,2.3 L 8m3,84 900 DT,,Utilitaire,2 ans ou 100.000 km,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,8 CV,125 CH,Manuelle,6,Traction,7.8 L/100 km,,,,Tissu,,,,,,,,
Renault,Renault Master,2.3 L 10.8 m3,87 950 DT,,Utilitaire,2 ans ou 100.000 km,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,8 CV,125 CH,Manuelle,6,Traction,7.8 L/100 km,,,,Tissu,,,,,,,,
Renault,Renault Master,2.3 L 13 m3,89 950 DT,,Utilitaire,2 ans ou 100.000 km,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,4,Diesel,8 CV,125 CH,Manuelle,6,Traction,7.8 L/100 km,,,,Tissu,,,,,,,,
Seat,Seat Ibiza,1.0 L MPI Reference,64 980 DT,En pré-commande,Citadine,3 ans,5,5,3,Essence,4 CV,80 CH,Manuelle,5,Traction,5.3 L/100 km,Radar de recul,En aluminium | 15'',Tactile | 8.25 pouces,Tissu,Multi-fonctions,,,,,,,
Seat,Seat Ibiza,1.0 L MPI Style,69 980 DT,En pré-commande,Citadine,3 ans,5,5,3,Essence,4 CV,80 CH,Manuelle,5,Traction,5.3 L/100 km,Radar de recul | Radar avant,En aluminium | 16'',Tactile | 8.25 pouces,Tissu,Cuir | Multi-fonctions | Sport,,,,,,,
Seat,Seat Ibiza,1.0 L TSI Reference BVA,74 980 DT,En pré-commande,Citadine,3 ans,5,5,3,Essence,6 CV,115 CH,Automatique,7,Traction,5.8 L/100 km,Radar de recul,En aluminium | 15'',Tactile | 8.25 pouces,Tissu,Multi-fonctions,,,,,,,
Seat,Seat Ibiza,1.0 L TSI  Move BVA,86 980 DT,En pré-commande,Citadine,3 ans,5,5,3,Essence,6 CV,115 CH,Automatique,7,Traction,5.8 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 16'',Tactile | 9.2 pouces,Tissu,Cuir | Multi-fonctions | Sport,Ouvrant,,,,,,
Seat,Seat Ibiza,1.0 L TSI  FR BVA,90 980 DT,En pré-commande,Citadine,3 ans,5,5,3,Essence,6 CV,115 CH,Automatique,7,Traction,5.8 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 9.2 pouces,Tissu,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant,,,,,,
Seat,Seat Arona,1.0 TSI Style,90 980 DT,Disponible,SUV,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.2 L/100 km,Radar de recul,En aluminium | 17'',Tactile | 8.25 pouces,Tissu,Cuir | Multi-fonctions | Sport,,,,,,,
Seat,Seat Arona,1.0 TSI Xperience,97 980 DT,Disponible,SUV,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.2 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 9.2 pouces,Tissu,Cuir | Multi-fonctions | Sport,,,Confort | Sport | Eco,,,,
Seat,Seat Arona,1.0 TSI FR,99 980 DT,Disponible,SUV,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.2 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 18'',Tactile | 9.2 pouces,Suédine,Cuir | Multi-fonctions | Sport | Avec palettes,,,Confort | Sport | Eco,,,,
Seat,Seat Leon,1.4 TSI Dynamic,108 980 DT,Sur arrivage,Compacte,3 ans,5,5,4,Essence,8 CV,150 CH,Automatique,8,Traction,5.5 L/100 km,Radar de recul | Radar avant,En aluminium | 16'',Tactile | 10.4 pouces,Tissu,Cuir | Multi-fonctions | Sport | Avec palettes,,Éléctrique,,,,,
Seat,Seat Leon,1.4 TSI FR Black Edition,129 980 DT,Sur arrivage,Compacte,3 ans,5,5,4,Essence,8 CV,150 CH,Automatique,8,Traction,5.5 L/100 km,Radar de recul | Radar avant | Caméra de recul | Parkassist,En aluminium | 18'',Tactile | 12.9 pouces,Tissu,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Normal | Confort | Sport | Eco,,,,
Seat,Seat Ateca,1.4 L TSI Style,127 980 DT,Disponible,SUV,3 ans,5,5,4,Essence,8 CV,150 CH,Automatique,8,Traction,6.3 L/100 km,Radar de recul | Caméra de recul,En aluminium | 18'',Tactile | 8.25 pouces,Alcantara | Cuir | Tissu,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,,,,,
Seat,Seat Ateca,1.4 L TSI FR,142 980 DT,Disponible,SUV,3 ans,5,5,4,Essence,8 CV,150 CH,Automatique,8,Traction,6.3 L/100 km,Radar de recul | Système de caméras 360 | Parkassist,En aluminium | 19'',Tactile | 8.25 pouces,Cuir/Alcantara,Cuir | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco,,,,
Seat,Seat Ateca,1.4 L TSI FR Black Edition,144 980 DT,Disponible,SUV,3 ans,5,5,4,Essence,8 CV,150 CH,Automatique,8,Traction,6.3 L/100 km,Radar de recul | Système de caméras 360 | Parkassist,En aluminium | 19'' | Noires,Tactile | 8.25 pouces,Cuir,Cuir | Chauffant | Multi-fonctions | Sport | Avec palettes,Ouvrant | Panoramique,Éléctrique,Confort | Sport | Eco,,,,
Skoda,Skoda Fabia,1.0 L MPI Essence,66 980 DT,Disponible,Citadine,3 ans,5,5,3,Essence,4 CV,80 CH,Manuelle,5,Traction,5.1 L/100 km,,14'',Tactile | 6.5 pouces,Tissu,Multi-fonctions,,,,,,,
Skoda,Skoda Fabia,1.0 L MPI Selection,72 980 DT,Disponible,Citadine,3 ans,5,5,3,Essence,4 CV,80 CH,Manuelle,5,Traction,5.1 L/100 km,Radar de recul,En aluminium | 15'',Tactile | 6.5 pouces,Tissu,Cuir | Multi-fonctions,,,,,,,
Skoda,Skoda Fabia,1.0 L MPI Monte Carlo,85 980 DT,Disponible,Citadine,3 ans,5,5,3,Essence,4 CV,80 CH,Manuelle,5,Traction,5.1 L/100 km,Radar de recul,En aluminium | 16'',Tactile | 8 pouces,Tissu,Cuir | Multi-fonctions | Sport,Panoramique,,,,,,
Skoda,Skoda Kushaq,1.0 TSI Ambition,77 980 DT,Disponible,SUV,3 ans,5,5,3,Essence,6 CV,116 CH,Manuelle,6,Traction,5.2 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 10 pouces,Tissu,Cuir | Multi-fonctions,,,,,,,
Skoda,Skoda Kushaq,1.0 TSI Ambition BVA,84 980 DT,Disponible,SUV,3 ans,5,5,3,Essence,7 CV,116 CH,Automatique,6,Traction,5.2 L/100 km,Radar de recul | Caméra de recul,En aluminium | 16'',Tactile | 10 pouces,Tissu,Cuir | Multi-fonctions | Avec palettes,,,,,,,
Skoda,Skoda Kushaq,1.0 TSI Style BVA,90 980 DT,Disponible,SUV,3 ans,5,5,3,Essence,7 CV,116 CH,Automatique,6,Traction,5.2 L/100 km,Radar de recul | Caméra de recul,En aluminium | 17'',Tactile | 10 pouces,Similicuir,Cuir | Multi-fonctions | Avec palettes,Ouvrant | En verre,,,,,,
Skoda,Skoda Scala,1.0 L TSI Essence DSG,86 980 DT,Sur arrivage,Compacte,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.4 L/100 km,Radar de recul,En aluminium | 16'',Tactile | 8.25 pouces,Tissu,Multi-fonctions,,,,,,,
Skoda,Skoda Scala,1.0 L TSI Selection DSG,100 980 DT,Sur arrivage,Compacte,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.4 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile | 8.25 pouces,Tissu,Cuir | Multi-fonctions | Avec palettes,Panoramique | En verre,,Normal | Sport | Eco,,,,
Skoda,Skoda Scala,1.0 L TSI Monte Carlo DSG,109 980 DT,Sur arrivage,Compacte,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.4 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile | 8.25 pouces,Tissu,Cuir | Multi-fonctions | Sport | Avec palettes,Panoramique | En verre,,Normal | Sport | Eco,,,,
Skoda,Skoda Kamiq,1.0 L TSI Essence DSG,89 980 DT,Sur arrivage,SUV,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.7 L/100 km,Radar de recul,En aluminium | 16'',Tactile,Tissu,Multi-fonctions,,,,,,,
Skoda,Skoda Kamiq,1.0 L TSI Selection DSG,102 980 DT,Sur arrivage,SUV,3 ans,5,5,3,Essence,6 CV,116 CH,Automatique,7,Traction,5.7 L/100 km,Radar de recul | Radar avant | Caméra de recul,En aluminium | 17'',Tactile,Tissu,Cuir | Multi-fonctions | Avec palettes,Panoramique | En verre,,Eco,,,,
